무엇이든 할 수 있을 것 같은 활기차고 희망찬 계절 봄이 왔습니다.,0,"['무엇', '이', '하', '수', '있', '것', '같', '활기차', '희망차', '계절', '봄이', '오']","['O', 'PS', 'PS', 'DT', 'O', 'O', 'O', 'O', 'O', 'PS', 'PS', 'PS']",기타
좋은 일만 생길 것 같은 가슴 벅찬 설렘 바로 봄이 우리에게 주는 선물이 아닐까 합니다.,0,"['좋', '일', '생기', '것', '같', '가슴', '벅차', '설레', '바로', '봄이', '우리', '주', '선물', '아니', '하']","['O', 'DT', 'O', 'O', 'O', 'AM', 'O', 'O', 'PS', 'PS', 'PS', 'PS', 'AF', 'AF', 'PS']",기타
계절의 여왕 그야말로 생동하는 희망의 계절 봄이 왔습니다.,0,"['계절', '여왕', '그야말로', '생동', '희망', '계절', '봄이', '오']","['PS', 'CV', 'O', 'O', 'PS', 'PS', 'PS', 'PS']",기타
어머니께서 가족들을 위해 쑥국과 냉이국을 끓여내던 따뜻한 추억이 문득 떠오르는 계절입니다.,0,"['어머니', '가족', '위하', '쑥', '국', '냉이', '국', '끓이', '내', '따뜻', '추억', '문득', '떠오르', '계절', '이']","['CV', 'CV', 'O', 'PT', 'B_FOOD', 'PT', 'B_FOOD', 'O', 'O', 'O', 'O', 'O', 'O', 'PS', 'PS']",메뉴추천
만물이 생동하는 봄이 왔습니다만 아직 겨울 끝자락의 매서움이 봄바람에 묻어나는 3월입니다.,0,"['만물', '생동', '봄이', '오', '아직', '겨울', '끝', '자락', '매섭', '봄바람', '묻어나', '3', '월', '이']","['O', 'O', 'PS', 'PS', 'O', 'DT', 'B_FOOD', 'O', 'O', 'AF', 'O', 'QT', 'DT', 'PS']",기타
신록의 푸르름에서 생동감을 느낄 수 있는 완연한 봄이 왔습니다.,0,"['신록', '푸르르', '생동감', '느끼', '수', '있', '완연', '봄이', '오']","['AF', 'O', 'O', 'O', 'DT', 'O', 'O', 'PS', 'PS']",기타
벚꽃 만발한 거리를 걷다보면 꼭 저에게도 꽃내음이 묻어날 것 같네요.,0,"['벚꽃', '만발', '거리', '걷', '보', '꼭', '저', '꽃', '내음', '묻어나', '것', '같']","['PT', 'O', 'O', 'O', 'PS', 'O', 'O', 'PT', 'O', 'O', 'O', 'O']",기타
흩날리는 벚꽃이 가슴 설레게 하는 4월입니다.,0,"['흩날리', '벚꽃', '가슴', '설레', '하', '4', '월', '이']","['O', 'PT', 'AM', 'O', 'PS', 'QT', 'DT', 'PS']",기타
늘 곁에서 힘이 되어주고 용기를 심어주는 가족의 소중함을 새삼 깨닫게 해 주는 가정의 달 5월입니다.,0,"['늘', '곁', '힘', '되', '주', '용기', '심', '주', '가족', '소중', '새삼', '깨닫', '하', '주', '가정', '달', '5', '월', '이']","['PS', 'O', 'O', 'O', 'PS', 'PS', 'PS', 'PS', 'CV', 'PS', 'O', 'O', 'PS', 'PS', 'CV', 'LC', 'QT', 'DT', 'PS']",메뉴추천
시간이 참 빠른 것 같습니다. 해맞이 행사로 00년 새해를 맞이한 게 정말 엊그제 같은데 벌써 봄을 지나 여름을 향해 가고 있습니다.,0,"['시간', '참', '빠르', '것', '같', '해', '맞이', '행사', '00', '년', '새해', '맞이', '게', '정말', '엊그제', '같', '벌써', '봄', '지나', '여름', '향하', '가', '있']","['AF', 'PS', 'O', 'O', 'O', 'OG', 'O', 'O', 'DT', 'PS', 'DT', 'O', 'AM', 'O', 'DT', 'O', 'O', 'DT', 'PS', 'DT', 'O', 'PS', 'O']",이벤트정보
산천 초목들의 녹음이 짙어가는 싱그러운 계절이 왔습니다.,0,"['산천', '초목', '녹음', '짙', '가', '싱그럽', '계절', '오']","['O', 'O', 'B_FOOD', 'O', 'PS', 'O', 'PS', 'PS']",기타
시원한 바다 거센 파도 눈부신 햇살이 문득 그리운 계절 여름이 다가왔습니다.,0,"['시원', '바다', '거세', '파도', '눈부시', '햇살', '문득', '그립', '계절', '여름', '다가오']","['PS', 'PS', 'O', 'PS', 'O', 'O', 'O', 'OG', 'PS', 'DT', 'O']",기타
젊은 열기가 느껴지는 젊음의 계절 여름입니다.,0,"['젊', '열기', '느끼', '지', '젊음', '계절', '여름', '이']","['O', 'O', 'O', 'PS', 'O', 'PS', 'DT', 'PS']",기타
아카시아 꽃향기가 코끝을 간지럽히는 향기로운 6월입니다.,0,"['아카시아', '꽃향기', '코끝', '간지럽히는', '향기', '6', '월', '이']","['B_FOOD', 'O', 'AM', 'O', 'PS', 'QT', 'DT', 'PS']",기타
뜨거운 태양아래 무르익어가는 여름들녁에서 힘찬 생명력을 느낄 수 있습니다.,0,"['뜨겁', '태양', '아래', '무르익', '가', '여름들녁에서', '힘찬', '생명력', '느끼', '수', '있']","['O', 'PS', 'TM', 'O', 'PS', 'O', 'PS', 'O', 'O', 'DT', 'O']",기타
봄기운을 미처 만끽하기도 전에 벌써 본격적인 더위가 찾아왔습니다.,0,"['봄기운', '미처', '만끽', '전', '벌써', '본격', '이', '더위', '찾아오']","['O', 'O', 'O', 'PS', 'O', 'O', 'PS', 'O', 'O']",기타
갑자기 무더워진 날씨로 혹여나 000님들 몸과 마음이 지치고 힘드시지 않을까 걱정입니다.,0,"['갑자기', '무', '덥', '지', '날씨', '혹', '000', '몸', '마음', '지치', '힘들', '않', '걱정', '이']","['O', 'PT', 'O', 'PS', 'O', 'AM', 'QT', 'AM', 'AF', 'PT', 'O', 'O', 'O', 'PS']",기타
생명력 넘치는 나뭇잎들과 함께 어느새 높아진 기온이 여름이 성큼 다가온 것 같습니다.,0,"['생명력', '넘치', '나뭇잎', '함께', '어느새', '높', '지', '기온', '여름', '성큼', '다가오', '것', '같']","['O', 'O', 'PT', 'O', 'O', 'O', 'PS', 'LC', 'DT', 'O', 'O', 'O', 'O']",기타
무더위를 식히려는 듯 시원한 빗줄기가 마른 대지를 적셔주는 초여름입니다.,0,"['무더위', '식히', '듯', '시원', '빗줄기', '마르', '대지', '적시', '주', '초여름', '이']","['O', 'O', 'O', 'PS', 'O', 'PS', 'AM', 'O', 'PS', 'DT', 'PS']",기타
푸른 초록의 싱그러움에 삶이 더욱 활기차게 느껴지는 초여름날 오후에 ~~~~ 시간을 갖게 되어,0,"['푸른', '초록', '싱그럽', '삶', '더욱', '활기차', '느끼', '지', '초', '여름날', '오후', '시간', '갖', '되']","['TM', 'TM', 'O', 'AF', 'O', 'O', 'O', 'PS', 'TM', 'DT', 'TI', 'AF', 'O', 'O']",기타
뜨거운 태양이 작열하는 열정의 계절 여름입니다.,0,"['뜨겁', '태양', '작열', '열정', '계절', '여름', '이']","['O', 'PS', 'O', 'AF', 'PS', 'DT', 'PS']",기타
조금만 걸어도 땀이 비오듯 내리는 무더위네요. 시원한 물 한 잔이 더없이 고맙게 느껴지는 요즘입니다.,0,"['조금', '걷', '땀', '비오', '듯', '내리', '무더위', '시원', '물', '한', '잔', '더없이', '고맙', '느끼', '지', '요즘', '이']","['O', 'O', 'TM', 'O', 'O', 'O', 'O', 'PS', 'B_FOOD', 'PS', 'PS', 'O', 'O', 'O', 'PS', 'DT', 'PS']",기타
학창시절 친구들과 계곡에서 맘껏 뛰어놀던 추억이 떠오르는 7월입니다.,0,"['학창', '시절', '친구', '계곡', '맘껏', '뛰어놀', '추억', '떠오르', '7', '월', '이']","['O', 'O', 'AF', 'O', 'O', 'O', 'O', 'O', 'QT', 'DT', 'PS']",기타
지치기 쉬운 폭염을 이겨내기 위해서는 잠시라도 하던 일을 멈추고 사랑하는 가족 지인들과 함께하는 즐겁고 유쾌한 시간이 꼭 필요합니다. 여름휴가들은 다녀오셨나요?,0,"['지치', '쉽', '폭염', '이기', '내', '위하', '잠시', '이', '하', '일', '멈추', '사랑', '가족', '지인', '함께', '즐겁', '유쾌', '시간', '꼭', '필요', '여름휴가', '다녀오']","['PT', 'AM', 'EV', 'QT', 'O', 'O', 'O', 'PS', 'PS', 'DT', 'O', 'AF', 'CV', 'PS', 'O', 'O', 'O', 'AF', 'O', 'O', 'DT', 'O']",메뉴추천
아직 여름휴가를 다녀오지 않으셨다면 남은 기간 알찬 휴가계획 세우셔서 가까운 산과 바다에서 지친 피로를 말끔히 씻어내시길 바랍니다.,0,"['아직', '여름휴가', '다녀오', '않', '남은', '기간', '알차', '휴가', '계획', '세우', '가깝', '산', '바다', '지치', '피로', '말끔히', '씻', '내', '바라']","['O', 'DT', 'O', 'O', 'PS', 'O', 'O', 'DT', 'O', 'O', 'O', 'PS', 'PS', 'PT', 'TM', 'O', 'O', 'O', 'PS']",매장정보
따갑게 내리쬐는 여름햇살 때문에 좀처럼 열기가 식지 않는 후덥지근한 저녁날씨에도 불구하고 ~~ 많이 참석해 주신 ~~~~ 께 진심으로 감사의 말씀을 전합니다.,0,"['따갑', '내리쬐', '여름', '햇살', '때문', '좀처럼', '열기', '식', '않', '후덥지근', '저녁', '날씨', '불구', '많이', '참석', '주', '진심', '감사', '말씀', '전하']","['O', 'O', 'DT', 'O', 'O', 'O', 'O', 'PS', 'O', 'O', 'TI', 'O', 'O', 'O', 'O', 'PS', 'O', 'CV', 'O', 'PS']",메뉴추천
더운 날씨로 인해 지친 몸과 마음을 푸르른 산과 시원한 바다로 달려가 그동안 지친 피로를 말끔히 씻어 버리고,0,"['덥', '날씨', '인해', '지치', '몸', '마음', '푸르르', '산', '시원', '바다', '달려가', '그동안', '지치', '피로', '말끔히', '씻', '버리']","['O', 'O', 'O', 'PT', 'AM', 'AF', 'O', 'PS', 'PS', 'PS', 'O', 'O', 'PT', 'TM', 'O', 'O', 'O']",기타
땡볕이 물고 늘어져 힘든 날씨지만 긴 폭염 속에 들려오는 귀뚜라미 노랫소리가 가을을 알리는 것 같습니다.,0,"['땡볕', '물', '늘어지', '힘들', '날씨', '이', '길', '폭염', '속', '들려오', '귀뚜라미', '노랫소리', '가을', '알리', '것', '같']","['O', 'B_FOOD', 'O', 'O', 'O', 'PS', 'PS', 'EV', 'TM', 'O', 'AM', 'O', 'DT', 'PS', 'O', 'O']",매장문의
꽃들이 시간을 다투며 아름답고 우아하게 형형색색 자신들의 매력을 뽐내고 있는 아름다운 계절 여름입니다.,0,"['꽃', '시간', '다투', '아름답', '우아', '형형색색', '자신', '매력', '뽐내', '있', '아름답', '계절', '여름', '이']","['PT', 'AF', 'O', 'O', 'OG', 'O', 'O', 'O', 'O', 'O', 'O', 'PS', 'DT', 'PS']",기타
풍성한 수확의 계절 여유로움과 넉넉한을 주는 40월 가을향기 가득한 이곳 000에서,0,"['풍성', '수확', '계절', '여유', '넉넉', '한', '주', '40', '월', '가을', '향기', '가득', '이곳', '000']","['O', 'O', 'PS', 'O', 'O', 'PS', 'PS', 'QT', 'DT', 'DT', 'PS', 'O', 'O', 'QT']",기타
아침저녁으로 불어오는 신선한 바람이 가을이 멀지 않았음을 알려주는 것 같습니다.,0,"['아침저녁', '불어오', '신선', '바람', '가을', '멀', '않', '알리', '주', '것', '같']","['TI', 'O', 'PS', 'AF', 'DT', 'O', 'O', 'PS', 'PS', 'O', 'O']",매장문의
노오란 은행잎과 진홍색의 단풍잎들이 아름다운 한 폭의 풍경화를 그려내고,0,"['노오랗', '은행', '잎', '진', '홍색', '단풍잎', '아름답', '한', '폭', '풍경화', '그리', '내']","['O', 'B_FOOD', 'PT', 'PS', 'TM', 'PT', 'O', 'PS', 'TM', 'CV', 'O', 'O']",기타
천혜의 자연 풍광을 품고 있는 산 언저리에는 감탄스러운 만추의 모습이 연출되고 있습니다.,0,"['천혜', '자연', '풍광', '품', '있', '살', '언저리', '감탄', '만추', '모습', '연출', '있']","['O', 'FD', 'O', 'AF', 'O', 'AM', 'O', 'O', 'AF', 'O', 'CV', 'O']",기타
여러분들의 가슴에도 가을햇살 같은 즐거움과 풍성한 행복이 가득하길 바래봅니다.,0,"['여러분', '가슴', '가을', '햇살', '같', '즐거움', '풍성', '행복', '가득', '바래', '보']","['O', 'AM', 'DT', 'O', 'O', 'O', 'O', 'AF', 'O', 'AF', 'PS']",기타
지난달까지만 해도 한낮에는 다소 덥던 날씨가 언제 그랬냐는 듯 청명한 가을날씨를 보이고 있습니다.,0,"['지난달', '하', '한낮', '다소', '덥', '날씨', '언제', '그렇', '듯', '청명', '가을', '날씨', '보이', '있']","['DT', 'PS', 'TI', 'LC', 'O', 'O', 'O', 'O', 'O', 'PS', 'DT', 'O', 'AF', 'O']",기타
짧은 가을이 깊어가는 시월이 찾아왔습니다.,0,"['짧', '가을', '깊', '가', '시월', '찾아오']","['O', 'DT', 'O', 'PS', 'DT', 'O']",기타
긴 폭염을 밀어내는 선선한 가을바람이 상쾌함을 전해줍니다.,0,"['길', '폭염', '밀어내', '선선', '가을바람', '상쾌', '전하', '주']","['PS', 'EV', 'O', 'PS', 'O', 'O', 'PS', 'PS']",기타
귀뚜라미 울음소리와 귓가에 맴도는 매미소리가 떠나가는 여름을 못내 아쉬워하는 것만 같습니다.,0,"['귀뚜라미', '울음소리', '귓가', '맴돌', '매미', '소리', '떠나가', '여름', '못내', '아쉬워하', '것', '같']","['AM', 'O', 'AM', 'O', 'AM', 'PS', 'O', 'DT', 'O', 'O', 'O', 'O']",기타
황금들녁 먹거리 풍성한 가을입니다. 좋은 사람들과 넉넉한 행복을 나누기 좋은 계절입니다.,0,"['황금들녁', '먹거리', '풍성', '가을', '이', '좋', '사람', '넉넉', '행복', '나누', '좋', '계절', '이']","['O', 'O', 'O', 'DT', 'PS', 'O', 'OG', 'O', 'AF', 'O', 'O', 'PS', 'PS']",기타
제각기 풍성하고 아름다운 색채를 뽐내던 가로수들이 어느새 앙상한 가지를 드러내고 있는 것을 보면 겨울이 오긴 온 것 같습니다.,0,"['제각기', '풍성', '아름답', '색채', '뽐내', '가로수', '어느새', '앙상', '가지', '드러내', '있', '것', '보', '겨울', '오', '오', '것', '같']","['O', 'O', 'O', 'O', 'O', 'PT', 'O', 'O', 'B_FOOD', 'O', 'O', 'O', 'PS', 'DT', 'PS', 'PS', 'O', 'O']",기타
한 해를 시작하기 위해 분주히 발걸음을 옮긴 지가 엊그제 같은데 벌써 일년을 정리하는 끝자락에 와있습니다.,0,"['한', '해', '시작', '위하', '분주히', '발걸음', '옮기', '지', '엊그제', '같', '벌써 일년', '정리', '끝', '자락', '오', '있']","['PS', 'OG', 'O', 'O', 'O', 'AF', 'O', 'PS', 'DT', 'O', 'O', 'O', 'B_FOOD', 'O', 'PS', 'O']",기타
어느새 헐벗은 나뭇가지를 보니 겨울의 중심에 와 있음을 느낄 수 있습니다.,0,"['어느새', '헐벗', '나뭇가지', '보니', '겨울', '중심', '오', '있', '느끼', '수', '있']","['O', 'O', 'PT', 'PS', 'DT', 'OG', 'PS', 'O', 'O', 'DT', 'O']",기타
모락모락 길거리 따뜻한 호빵의 유혹을 지나치기 힘든 계절이 찾아왔습니다.,0,"['모락모락', '길거리', '따뜻', '호빵', '유혹', '지나치', '힘들', '계절', '찾아오']","['O', 'O', 'O', 'B_FOOD', 'O', 'O', 'O', 'PS', 'O']",기타
아침저녁으로 매서운 바람에 옷깃을 여미게 되는 겨울입니다.,0,"['아침저녁', '매섭', '바람', '옷깃', '여미', '되', '겨울', '이']","['TI', 'O', 'AF', 'O', 'OG', 'O', 'DT', 'PS']",기타
가족 연인 친구와 함께 올해 마지막 추억을 만들어 가는 42월입니다.,0,"['가족', '연인', '친구', '함께', '올해', '마지막', '추억', '만들', '가', '42', '월', '이']","['CV', 'AF', 'AF', 'O', 'DT', 'QT', 'O', 'O', 'PS', 'QT', 'DT', 'PS']",메뉴추천
어느새 매서운 바람이 가을을 몰아내고 겨울을 가지고 들어 왔네요.,0,"['어느새', '매섭', '바람', '가을', '몰아내', '겨울', '가지', '들', '오']","['O', 'O', 'AF', 'DT', 'O', 'DT', 'B_FOOD', 'QT', 'PS']",기타
한 해를 보내는 아쉬운 마음과 새해를 맞는 설레임이 교차하는 42월입니다.,0,"['한', '해', '보내', '아쉽', '마음', '새해', '맞', '설레임', '교차', '42', '월', '이']","['PS', 'OG', 'O', 'O', 'AF', 'DT', 'O', 'B_FOOD', 'O', 'QT', 'DT', 'PS']",기타
연초에 다짐했던 계획들 잘 정리하고 계신가요? 남은 날들 계획한 모든 일들이 잘 이루어지기를 바랍니다.,0,"['연초', '다짐', '계획', '잘', '정리', '계시', '남은', '날', '계획', '모든', '일', '잘', '이루어지', '바라']","['DT', 'TM', 'O', 'O', 'O', 'O', 'PS', 'OG', 'O', 'O', 'DT', 'O', 'O', 'PS']",기타
찬바람 때문에 몸은 잔뜩 움츠려들지만 42월은 연말연시를 맞아 따뜻한 정을 나눌 수 있는 훈훈한 계절임은 확실한 것 같습니다.,0,"['찬바람', '때문', '몸', '잔뜩', '움츠려들지만', '42', '월', '연말연시', '맞', '따뜻', '정', '나누', '수', '있', '훈훈', '계절', '이', '확실', '것', '같']","['O', 'O', 'AM', 'O', 'O', 'QT', 'DT', 'DT', 'O', 'O', 'PS', 'O', 'DT', 'O', 'OG', 'PS', 'PS', 'O', 'O', 'O']",기타
올해도 한장의 달력만을 남겨두고 있습니다. 열심히 달려온 우리 자신에게 격려와 박수를 보낼 수 있는 42월이 되었으면 합니다.,0,"['올해', '한장', '달력', '남기', '두', '있', '열심히', '달려오', '우리', '자신', '격려', '박수', '보내', '수', '있', '42', '월', '되', '하']","['DT', 'QT', 'O', 'O', 'QT', 'O', 'O', 'O', 'PS', 'O', 'O', 'AF', 'O', 'DT', 'O', 'QT', 'DT', 'O', 'PS']",기타
가로를 뒤덮던 낙엽도 어느새 흔적도 없이 사라지고 이제는 그 자리를 소복히 채워 줄 함박눈이 기다려지는 42월입니다.,0,"['가로', '뒤덮', '낙엽', '어느새', '흔적', '없이', '사라지', '이제', '그', '자리', '소복히', '채우', '주', '함박눈', '기다리', '지', '42', '월', '이']","['TM', 'O', 'PT', 'O', 'PS', 'O', 'O', 'O', 'O', 'OG', 'OG', 'O', 'PS', 'OG', 'O', 'PS', 'QT', 'DT', 'PS']",기타
개 개(두 '개'의 링크가 다르다 후자는 4.4 즉 부정적 의미) '개'라는 동물 자체를 일컫는 말이라고 하기에는 '비하' 또는 '격하'의 의미가 강하다. 네이버 국어사전에 따르면 동물 '개'가 아닌 다른 의미로 '개'는 '행실이 형편없는 사람을 비속하게 이르는 말'이라는 풀이가 있는데 이 경우가 욕설로서의 '개'의 어원이 된다고 할 수 있다. '너는 개다'라는 식으로 '개' 그 자체로 욕설이 되기도 하지만 '개-'와 같이 접두사로 사용되면서 비하 또는 격하의 의미(개년 개새끼 개판 개씨발 개꼴통 개똥차 개쌍판 개꿈 개수작 개망나니 등)가 되기도 하고 2000년대 들어서는 청소년과 온라인을 중심으로 '강조'의 의미(개맛있다 개재미있다(개꿀잼)/없다 개덥다 개무겁다 개비싸다 개 존나 잘생겼다(개존잘) 등) 를 띠기도 하는 추세이다. 후자의 경우 어감은 좀 그렇지만 '욕설' 또는 '비하'의 의미는 없는 것으로 이해하는 편이다. 하지만 기본적으로 '개-'를 접두어로 사용하는 경우 욕이 아닌 것도 웬만하면 욕인 듯한 느낌으로 만들 수 있고 특히 듣는 사람들 입장에서는 욕설처럼 들릴 수 있으니 사용에 유의하자.,4,"['개', '개', '두', '개', '링크', '다르', '후자', '4', '4', '즉', '부정', '의미', '개', '이', '동물', '자체', '일컫', '말', '이', '하', '비하', '또는', '격하', '의미', '강하', '네이버', '국어사전', '따르', '동물', '개', '아니', '다른', '의미', '개', '행실', '형편없', '사람', '비속', '이르', '말', '이', '풀이', '있', '이', '경우', '욕설', '개', '어원', '되', '하', '수', '있', '너는', '개', '이', '식', '개', '그', '자체', '욕설', '되', '하지만', '개', '같이', '접두사', '사용', '비하', '또는', '격하', '의미', '개년', '개새끼', '개판', '개', '씨', '발', '개', '꼴통', '개똥', '차', '개', '쌍', '판', '개', '꿈', '개수작', '개', '망나니', '등', '되', '하', '2000년대', '들어서', '청소년', '온라인', '중심', '강조', '의미', '개맛', '있다', '개', '재미', '있다', '개', '꿀', '재', '없', '개', '덥', '개', '무겁', '개', '비싸', '개', '존', '잘생기', '개', '존', '잘', '등', '띠', '하', '추세', '이', '후자', '경우', '어', '감', '좀', '그렇지만', '욕설', '또는', '비하', '의미', '없', '것', '이해', '편', '이', '하지만', '기본', '개', '접두어', '사용', '경우', '욕', '아니', '것', '웬만', '욕', '이', '듯', '느낌', '만들', '수', '있', '특히', '듣', '사람', '입장', '욕설', '들리', '수', '있', '사용', '유의']","['AM', 'AM', 'QT', 'AM', 'TM', 'O', 'PS', 'QT', 'QT', 'O', 'O', 'O', 'AM', 'PS', 'AM', 'O', 'O', 'AM', 'PS', 'PS', 'O', 'O', 'O', 'O', 'PS', 'OG', 'O', 'O', 'AM', 'AM', 'AF', 'O', 'O', 'AM', 'O', 'O', 'OG', 'O', 'O', 'AM', 'PS', 'PS', 'O', 'PS', 'PS', 'O', 'AM', 'OG', 'O', 'PS', 'DT', 'O', 'O', 'AM', 'PS', 'PS', 'AM', 'O', 'O', 'O', 'O', 'O', 'AM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'AM', 'O', 'AM', 'PT', 'AM', 'AM', 'O', 'O', 'AF', 'AM', 'QT', 'AF', 'AM', 'OG', 'O', 'AM', 'O', 'AM', 'O', 'PS', 'DT', 'O', 'O', 'TM', 'OG', 'O', 'O', 'O', 'O', 'AM', 'O', 'O', 'AM', 'B_FOOD', 'PS', 'O', 'AM', 'O', 'AM', 'O', 'AM', 'O', 'AM', 'PS', 'O', 'AM', 'PS', 'O', 'AM', 'O', 'PS', 'O', 'PS', 'PS', 'PS', 'B_FOOD', 'PS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PS', 'PS', 'PS', 'O', 'O', 'AM', 'O', 'O', 'PS', 'O', 'AF', 'O', 'O', 'O', 'PS', 'O', 'AF', 'O', 'DT', 'O', 'O', 'O', 'OG', 'LC', 'O', 'O', 'DT', 'O', 'O', 'O']",메뉴추천
꼴통 원래 뜻은 머리가 나쁜 사람을 속되게 이르는 말로 그 뜻과 더불어 머리를 속되게 이르는 말인 '골통' 에서 파생된 욕이다. 억양이 강조된 느낌이라 골통보다 많이 쓰인다.,4,"['꼴통', '원래', '뜻', '머리', '나쁘', '사람', '속', '이르', '말', '그', '뜻', '더불', '머리', '속', '이르', '말', '이', '골', '통', '파생', '욕', '이', '억양', '강조', '느낌', '이', '골', '통', '많이', '쓰이']","['O', 'O', 'O', 'AM', 'O', 'OG', 'TM', 'O', 'AM', 'O', 'O', 'O', 'AM', 'TM', 'O', 'AM', 'PS', 'TM', 'CV', 'O', 'O', 'PS', 'O', 'O', 'AF', 'PS', 'TM', 'CV', 'O', 'O']",메뉴추천
니기미 네미(어떤 일에 대하여 몹시 못마땅할 때 욕으로 하는말)의 잘못. 니미와는 다르다,4,"['니기미', '네미', '어떤', '일', '대하', '몹시', '못마땅', '때', '욕', '하', '말', '잘못', '니미', '다르']","['O', 'O', 'O', 'DT', 'B_FOOD', 'PS', 'O', 'O', 'O', 'PS', 'AM', 'AF', 'O', 'O']",메뉴추천
노답 어떤 상황에 어떤 사람이 하는 행동이나 다른 것들이 말이 안될 때 사용한다. No (아니다) 답 (Answer).,4,"['노', '답', '어떤', '상황', '어떤', '사람', '하', '행동', '다른', '것', '말', '안', '때', '사용', 'No', '아니', '답', 'Answer']","['PS', 'O', 'O', 'O', 'O', 'OG', 'PS', 'O', 'O', 'O', 'AM', 'PS', 'O', 'O', 'O', 'AF', 'O', 'O']",메뉴추천
등신 한자로는 等神으로 원래는 한국 무속신앙에서 제례용으로 쓰던 일종의 우상을 일컫는 말이었다. 그것이 (우상처럼) 아무것도 못하는 놈 의 뜻을 거쳐 현재의 의미로 변화되었다.,4,"['등', '신', '한자', '等神', '원래', '한국', '무속신앙', '제례', '쓰', '일종', '우상', '일컫', '말', '이', '그것', '우상', '아무것', '못하', '놈', '의', '뜻', '거치', '현재', '의미', '변화']","['AM', 'PS', 'CV', 'O', 'O', 'LC', 'O', 'O', 'O', 'O', 'AF', 'O', 'AM', 'PS', 'PS', 'AF', 'O', 'O', 'O', 'PS', 'O', 'O', 'OG', 'O', 'O']",예약
떨거지 겨레붙이나 한통속으로 지내는 사람을 낮잡아 이르는 말. 떨거지 같다는 식으로 귀찮은 사람을 가리킬때 쓰기도 한다. '거지 중에서도 떨어지는 거지'로 아는 사람들도 있는데 전혀 아니며 떼거지 떼거리와도 다른 말이다.,4,"['떨거지', '겨레붙이', '한통속', '지내', '사람', '낮', '잡', '이르', '말', '떨거지', '같', '식', '귀찮', '사람', '가리키', '때', '쓰', '하', '거지', '중', '떨어지', '거지', '알', '사람', '있', '전혀', '아니', '떼거지', '떼거리', '다른', '말', '이']","['O', 'O', 'O', 'O', 'OG', 'TI', 'O', 'O', 'AM', 'O', 'O', 'PS', 'O', 'OG', 'O', 'O', 'O', 'PS', 'PS', 'LC', 'O', 'PS', 'AM', 'OG', 'O', 'O', 'AF', 'O', 'O', 'O', 'AM', 'PS']",인사
